Fecha;año;mes;día;Tipo de Egreso;Nota-Observacion;Valor;Grupo 1;Quien paga;De donde Paga;Actuals / FCST
5/08/2026;2026;8;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Arriendo almacen;FCST;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/02/2026;2026;2;5;Agua almacen;Servico agua;150630;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/03/2026;2026;3;5;Agua almacen;Servico agua;150630;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/04/2026;2026;4;5;Agua almacen;Servico agua;150630;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
6/05/2026;2026;5;6;Agua almacen;Servico agua;150630;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/06/2026;2026;6;5;Agua almacen;Servico agua;150630;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Energía almacen;FCST;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
17/06/2026;2026;6;17;Internet almacen;Pago internet almacen;74417;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;BANCOLOMBIA;ACT
5/08/2026;2026;8;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Agua taller;agua taller;89823;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/07/2026;2026;7;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Agua taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Energía taller;FCST;1200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Gas taller;FCST;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Internet taller;FCST;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/06/2026;2026;6;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/07/2026;2026;7;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Plan celular clelia/juan;FCST-clelia;80000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
17/06/2026;2026;6;17;Plan celular clelia/juan;pago celular juan;34989;GASTOS OPERACIONALES;Juan;BANCOLOMBIA;ACT
5/07/2026;2026;7;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/08/2026;2026;8;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/09/2026;2026;9;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/10/2026;2026;10;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Plan celular clelia/juan;FCST-juan;50000;GASTOS OPERACIONALES;Juan;EFECTIVO;FCST
15/05/2026;2026;5;15;Refrigerios y bienestar comercial;Almuerzo juan;24000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/05/2026;2026;5;15;Refrigerios y bienestar comercial;agua;2500;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
5/10/2026;2026;10;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/11/2026;2026;11;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/12/2026;2026;12;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2027;2027;1;5;Agua almacen;FCST;80000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2026;2026;1;5;Agua taller;agua taller;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/02/2026;2026;2;5;Agua taller;agua taller;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/03/2026;2026;3;5;Agua taller;agua taller;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/04/2026;2026;4;5;Agua taller;agua taller;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/05/2026;2026;5;5;Agua taller;agua taller;100000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/01/2026;2026;1;5;Energía almacen;recibo luz almacen;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/02/2026;2026;2;5;Energía almacen;recibo luz almacen;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/03/2026;2026;3;5;Energía almacen;recibo luz almacen;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/04/2026;2026;4;5;Energía almacen;recibo luz almacen;200000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
27/05/2026;2026;5;27;Energía almacen;recibo luz almacen;150230;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
6/01/2026;2026;1;6;Internet almacen;FCST;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;FCST
5/01/2026;2026;1;5;Internet almacen;Pago internet almacen;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;BBVA;ACT
5/02/2026;2026;2;5;Internet almacen;Pago internet almacen;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;BBVA;ACT
5/03/2026;2026;3;5;Internet almacen;Pago internet almacen;70693;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;BBVA;ACT
5/01/2026;2026;1;5;Internet taller;pago Internet hogar taller;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/02/2026;2026;2;5;Internet taller;pago Internet hogar taller;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
5/03/2026;2026;3;5;Internet taller;pago Internet hogar taller;150000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
12/06/2026;2026;6;12;Funeraria los olivos;FCST;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;ACT
12/04/2026;2026;4;12;Funeraria los olivos;pago funeraria los olivos;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;ACT
12/03/2026;2026;3;12;Funeraria los olivos;pago funeraria los olivos;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;ACT
12/02/2026;2026;2;12;Funeraria los olivos;pago funeraria los olivos;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;ACT
12/01/2026;2026;1;12;Funeraria los olivos;pago funeraria los olivos;60000;GASTOS NO OPERACIONALES;Juan;EFECTIVO;ACT
1/01/2026;2026;1;1;Nómina AUXILIAR ventas;cintya;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/01/2026;2026;1;15;Nómina AUXILIAR ventas;cintya;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/02/2026;2026;2;1;Nómina AUXILIAR ventas;cintya;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/02/2026;2026;2;15;Nómina AUXILIAR ventas;cintya;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
19/01/2026;2026;1;19;Tela;baratillo medellin;4720000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
19/01/2026;2026;1;19;Tela;Kilo telas;4800000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
1/01/2026;2026;1;1;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/01/2026;2026;1;15;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/02/2026;2026;2;1;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/02/2026;2026;2;15;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/03/2026;2026;3;1;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/03/2026;2026;3;15;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/04/2026;2026;4;1;Nómina AUXILIAR ventas;Luisa;850000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
4/02/2026;2026;2;4;Tela;baratillo medellin;1245000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
15/01/2026;2026;1;15;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/02/2026;2026;2;1;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/02/2026;2026;2;15;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/03/2026;2026;3;1;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
15/03/2026;2026;3;15;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/04/2026;2026;4;1;Refrigerios y bienestar comercial;fritos;100000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
25/02/2026;2026;2;25;Confección satélite;Capullo;553000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
2/03/2026;2026;3;2;Tela;Kilo telas - tela hogar pupo;555000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
4/03/2026;2026;3;4;Tela;Kilo telas - tela verde cali;255000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
7/03/2026;2026;3;7;Nómina Yaneth;Liquidacion yaneth;1612000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
17/03/2026;2026;3;17;Estampado;Luis estampado;125000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
25/03/2026;2026;3;25;Confección satélite;Capullo;600000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
31/03/2026;2026;3;31;Impuestos comerciales;Industria y comercio;2000000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
1/04/2026;2026;4;1;Tela;abono kilotela;2046000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
6/04/2026;2026;4;6;Tela;abono kilotela;1093000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
8/04/2026;2026;4;8;manteniemiento equipos computo;mantenimiento jamer;280000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
18/04/2026;2026;4;18;Tela;baratillo medellin;180000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
23/04/2026;2026;4;23;Confección satélite;Capullo;168000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
24/04/2026;2026;4;24;Tela;kilotelas;3350000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
27/04/2026;2026;4;27;manteniemiento equipos computo;memoria ram;405000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
24/02/2026;2026;2;24;GASTOS CASA/PERSONALES;clelia flores;420000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
26/05/2026;2026;5;26;Refrigerios y bienestar comercial;KFC;40000;GASTOS OPERACIONALES;Juan;BBVA;ACT
26/05/2026;2026;5;26;GASTOS CASA/PERSONALES;juan;95940;GASTOS CASA/PERSONALES;Juan;BBVA;ACT
26/05/2026;2026;5;26;GASTOS CASA/PERSONALES;juan;21500;GASTOS CASA/PERSONALES;Juan;BBVA;ACT
26/05/2026;2026;5;26;GASTOS CASA/PERSONALES;juan;20000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
26/05/2026;2026;5;26;GASTOS CASA/PERSONALES;agua juan;2500;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
26/05/2026;2026;5;26;Tela;Pago Almacen SI SA;2572704;COSTOS DIRECTOS;Juan;Bancolombia;ACT
27/05/2026;2026;5;27;Repuestos;zepelin  tirilla para colocar tallas;9500;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;efectivo;ACT
27/05/2026;2026;5;27;Energía almacen;afinia;151230;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
28/05/2026;2026;5;28;RE-BRANDING;dotaciones sagal - camisas dotacion oxford;1066240;COSTOS DIRECTOS;Juan;Bancolombia;ACT
29/05/2026;2026;5;29;RE-BRANDING;Dota todo-jeans dama;956000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
29/05/2026;2026;5;29;GASTOS CASA/PERSONALES;Juan-compras D1;50000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
29/05/2026;2026;5;29;GASTOS CASA/PERSONALES;Clelia-acido;53000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
29/05/2026;2026;5;29;Tela;Recudir SA-pago iterlon;755186;COSTOS DIRECTOS;Juan;Bancolombia;ACT
2/06/2026;2026;6;2;Refrigerios y bienestar comercial;Juan-pandebono;6000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
1/06/2026;2026;6;1;Domicilios mandados taller;3 domicilios entre taller y almacen;15000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
15/01/2026;2026;1;15;Operarias;nomina-quincena;5000000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
2/06/2026;2026;6;2;GASTOS CASA/PERSONALES;Juan;2305000;GASTOS CASA/PERSONALES;Juan;BBVA;ACT
2/06/2026;2026;6;2;Domicilios entrega almacen;TALLER ALMACEN ;5000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
2/06/2026;2026;6;2;Tela;ALMACEN SI    PANTANTALON COLSAFA HOMBRE;2411910;COSTOS DIRECTOS;Clelia;TRANSFERENCIA;ACT
2/06/2026;2026;6;2;Nómina Yaneth;DEL 15 AL 31 DE MAYO /26;1000000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
3/06/2026;2026;6;3;Domicilios mandados taller;MERCANCIA ;5000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
3/06/2026;2026;6;3;Domicilios entrega almacen;URBANIZACION LA VICTORIA CONALCO ;6000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
4/06/2026;2026;6;4;Domicilios mandados taller;MERCANCIA ;5000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
4/06/2026;2026;6;4;Bolsas individuales;clelia bolsas camistas conalco;16000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
5/06/2026;2026;6;5;Tela;INTERLON BORDAR;28000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
5/06/2026;2026;6;5;GASTOS CASA/PERSONALES;JUAN DESAYUNO SOPAS QUESO ;27000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
6/06/2026;2026;6;6;GASTOS CASA/PERSONALES;Pandebono;6000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
9/06/2026;2026;6;9;GASTOS CASA/PERSONALES;juan;20000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
9/06/2026;2026;6;9;Arriendo almacen;INMOVILIIARIA ENCASA - ARRIENDO MES DE JUNIO/26;900000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
9/06/2026;2026;6;9;Salud Betty;MES DE JUNIO/26;670000;COSTOS INDIRECTOS DE FABRICACIÓN (CIF);Juan;EFECTIVO;ACT
10/06/2026;2026;6;10;Domicilios entrega almacen;MERCANCIA ;5000;LOGÍSTICA Y TRANSPORTE;Juan;EFECTIVO;ACT
16/06/2026;2026;6;16;GASTOS CASA/PERSONALES;Queso;36000;GASTOS CASA/PERSONALES;Juan;EFECTIVO;ACT
16/06/2026;2026;6;16;Refrigerios y bienestar comercial;Pandebono;6000;GASTOS OPERACIONALES;Juan;EFECTIVO;ACT
19/06/2026;2026;6;19;Tela;Hilo;28200;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
19/06/2026;2026;6;19;Tela;Telas medellin ;25000;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
19/06/2026;2026;6;19;Tela;Texticorp Bogota;1890000;COSTOS DIRECTOS;Juan;Bancolombia;ACT
19/06/2026;2026;6;19;Bolsas individuales;Variedades plastigama SAS;46200;COSTOS DIRECTOS;Juan;EFECTIVO;ACT
